pdf_procedure_id,raw_name,source_page,source_text_snippet
tosp_sk703c,"BRACHIAL PLEXUS, EXPLORATION AND NEUROLYSIS",78,"SK703C BRACHIAL PLEXUS, EXPLORATION AND NEUROLYSIS"
tosp_sk703e,"ELECTROCONVULSIVE THERAPY, WITH OR WITHOUT THE USE OF STIMULUS DOSING TECHNIQUES, INCLUDING ANY NECESSARY MONITORING",78,"SK703E ELECTROCONVULSIVE THERAPY, WITH OR WITHOUT THE USE OF STIMULUS DOSING TECHNIQUES, INCLUDING ANY NECESSARY MONITORING"
tosp_sk703f,"FACIAL, TRIGEMINAL NERVE BLOCK, ANAESTHETIC",79,"SK703F FACIAL, TRIGEMINAL NERVE BLOCK, ANAESTHETIC"
tosp_sk703l,"SYMPATHETIC NERVES, BLOCK, ANAESTHETIC (UNILATERAL/BILATERAL)",79,"SK703L SYMPATHETIC NERVES, BLOCK, ANAESTHETIC (UNILATERAL/BILATERAL)"
tosp_sk703s,"SPINE, FACET JOINT BLOCK (INJECTION OF ANAESTHETIC OR THERAPEUTIC SUBSTANCE), MORE THAN 3 JOINTS",81,"SK703S SPINE, FACET JOINT BLOCK (INJECTION OF ANAESTHETIC OR THERAPEUTIC SUBSTANCE), MORE THAN 3 JOINTS"
tosp_sk703t,"INTERPLEURAL SPACE, BLOCK, CATHETER",83,"SK703T INTERPLEURAL SPACE, BLOCK, CATHETER"
tosp_sk704a,"ARTERY, EXTRACRANIAL, VARIOUS LESIONS, PERCUTANEOUS TRANSCATHETER EMBOLIZATION",77,"SK704A ARTERY, EXTRACRANIAL, VARIOUS LESIONS, PERCUTANEOUS TRANSCATHETER EMBOLIZATION"
tosp_sk704b,"BRAIN, DEEP BRAIN STIMULATION, UNILATERAL",77,"SK704B BRAIN, DEEP BRAIN STIMULATION, UNILATERAL"
tosp_sk704l,"SYMPATHETIC NERVES, BLOCK, NEUROLYTIC (UNILATERAL/BILATERAL)",79,"SK704L SYMPATHETIC NERVES, BLOCK, NEUROLYTIC (UNILATERAL/BILATERAL)"
tosp_sk704n,"COELIAC PLEXUS, BLOCK, ANAESTHETIC",79,"SK704N COELIAC PLEXUS, BLOCK, ANAESTHETIC"
tosp_sk704s,"SPINE, FACET JOINT, RADIOFREQUENCY, UP TO 3 JOINTS",81,"SK704S SPINE, FACET JOINT, RADIOFREQUENCY, UP TO 3 JOINTS"
tosp_sk704t,"INTERPLEURAL SPACE, BLOCK, NO CATHETER",83,"SK704T INTERPLEURAL SPACE, BLOCK, NO CATHETER"
tosp_sk705a,"ARTERY, EXTRACRANIAL, VARIOUS LESIONS, PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY",77,"SK705A ARTERY, EXTRACRANIAL, VARIOUS LESIONS, PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY"
tosp_sk705b,"BRAIN, EPILEPSY, CRANIOTOMY, COMPLEX (AWAKE CRANIOTOMY)",77,"SK705B BRAIN, EPILEPSY, CRANIOTOMY, COMPLEX (AWAKE CRANIOTOMY)"
tosp_sk705s,"SPINE, FACET JOINT, RADIOFREQUENCY, MORE THAN 3 JOINTS",81,"SK705S SPINE, FACET JOINT, RADIOFREQUENCY, MORE THAN 3 JOINTS"
tosp_sk705t,"INTERCOSTAL NERVE, BLOCK, NEUROLYTIC (MORE THAN 3 LEVELS)",83,"SK705T INTERCOSTAL NERVE, BLOCK, NEUROLYTIC (MORE THAN 3 LEVELS)"
tosp_sk706a,"ARTERY, EXTRACRANIAL, VARIOUS LESIONS, STENTING",77,"SK706A ARTERY, EXTRACRANIAL, VARIOUS LESIONS, STENTING"
tosp_sk706b,"BRAIN, HYDROCEPHALUS AND OTHER LESIONS, VENTRICULOATRIAL/VENTRICULOPERITONEAL SHUNT, BILATERAL",77,"SK706B BRAIN, HYDROCEPHALUS AND OTHER LESIONS, VENTRICULOATRIAL/VENTRICULOPERITONEAL SHUNT, BILATERAL"
tosp_sk706n,"COELIAC PLEXUS, BLOCK, NEUROLYTIC",79,"SK706N COELIAC PLEXUS, BLOCK, NEUROLYTIC"
tosp_sk706s,"SACRAL ROOT BLOCK, NEUROLYTIC, RADIOFREQUENCY, IMAGING GUIDED, UP TO 2",81,"SK706S SACRAL ROOT BLOCK, NEUROLYTIC, RADIOFREQUENCY, IMAGING GUIDED, UP TO 2"
tosp_sk707a,"ARTERY, INTRACRANIAL, ANEURYSM/ARTERIO-VENOUS MALFORMATION, EMBOLISATION",77,"SK707A ARTERY, INTRACRANIAL, ANEURYSM/ARTERIO-VENOUS MALFORMATION, EMBOLISATION"
tosp_sk707b,"BRAIN, HYDROCEPHALUS, EXTERNAL VENTRICULAR DRAINAGE, BILATERAL",78,"SK707B BRAIN, HYDROCEPHALUS, EXTERNAL VENTRICULAR DRAINAGE, BILATERAL"
tosp_sk707n,"NERVE (OROFACIAL), DEFECT, GRAFT (MULTIPLE) USING MICROSURGICAL TECHNIQUES (INCLUDE HARVESTING)",79,"SK707N NERVE (OROFACIAL), DEFECT, GRAFT (MULTIPLE) USING MICROSURGICAL TECHNIQUES (INCLUDE HARVESTING)"
tosp_sk707s,"SACRAL ROOT BLOCK, NEUROLYTIC, RADIOFREQUENCY, IMAGING GUIDED, MORE THAN 2",81,"SK707S SACRAL ROOT BLOCK, NEUROLYTIC, RADIOFREQUENCY, IMAGING GUIDED, MORE THAN 2"
tosp_sk708a,"ARTERY, INTRACRANIAL, THROMBOSIS, PERCUTANEOUS CATHETER DIRECTED THROMBOLYSIS/THROMBECTOMY",77,"SK708A ARTERY, INTRACRANIAL, THROMBOSIS, PERCUTANEOUS CATHETER DIRECTED THROMBOLYSIS/THROMBECTOMY"
tosp_sk708b,"BRAIN, INTRACEREBRAL TUMOR, BIOPSY AND/OR DECOMPRESSION/REMOVAL VIA CRANIOTOMY, COMPLEX",78,"SK708B BRAIN, INTRACEREBRAL TUMOR, BIOPSY AND/OR DECOMPRESSION/REMOVAL VIA CRANIOTOMY, COMPLEX"
tosp_sk708n,"NERVE (OROFACIAL), DEFECT, GRAFT (SINGLE)/NERVE SHARE, USING MICROSURGICAL TECHNIQUES (INCLUDE HARVESTING)",79,"SK708N NERVE (OROFACIAL), DEFECT, GRAFT (SINGLE)/NERVE SHARE, USING MICROSURGICAL TECHNIQUES (INCLUDE HARVESTING)"
tosp_sk709a,"ARTERY, INTRACRANIAL, TUMOUR, PERCUTANEOUS TRANSCATHETER EMBOLIZATION",77,"SK709A ARTERY, INTRACRANIAL, TUMOUR, PERCUTANEOUS TRANSCATHETER EMBOLIZATION"
tosp_sk709b,"BRAIN, INTRACRANIAL EXTRACEREBRAL TUMOR, CRANIOTOMY & REMOVAL, COMPLEX",78,"SK709B BRAIN, INTRACRANIAL EXTRACEREBRAL TUMOR, CRANIOTOMY & REMOVAL, COMPLEX"
tosp_sk709n,"NERVE (OROFACIAL), INJURY, DECOMPRESSION (MULTIPLE/SINGLE INTRAOSSEOUS)",79,"SK709N NERVE (OROFACIAL), INJURY, DECOMPRESSION (MULTIPLE/SINGLE INTRAOSSEOUS)"
tosp_sk709s,"SACRUM, GANGLION IMPAR, BLOCK, ANAESTHETIC",81,"SK709S SACRUM, GANGLION IMPAR, BLOCK, ANAESTHETIC"
tosp_sk710a,"ARTERY, INTRACRANIAL, VARIOUS LESIONS, DIAGNOSTIC CEREBRAL ANGIOGRAPHY",77,"SK710A ARTERY, INTRACRANIAL, VARIOUS LESIONS, DIAGNOSTIC CEREBRAL ANGIOGRAPHY"
tosp_sk710b,"BRAIN, INTRACRANIAL EXTRACEREBRAL TUMOR, CRANIOTOMY/HEMISPHERECTOMY",78,"SK710B BRAIN, INTRACRANIAL EXTRACEREBRAL TUMOR, CRANIOTOMY/HEMISPHERECTOMY"
tosp_sk710n,"NERVE (OROFACIAL), INJURY, DECOMPRESSION (SINGLE)",79,"SK710N NERVE (OROFACIAL), INJURY, DECOMPRESSION (SINGLE)"
tosp_sk710s,"SCIATIC NERVE, BLOCK",81,"SK710S SCIATIC NERVE, BLOCK"
tosp_sk711a,"ARTERY, INTRACRANIAL, VARIOUS LESIONS, PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY",77,"SK711A ARTERY, INTRACRANIAL, VARIOUS LESIONS, PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY"
tosp_sk711b,"BRAIN, VARIOUS LESIONS, PALLIDOTOMY/THALAMOTOMY/OTHER STEREOTACTIC PROCEDURE - BILATERAL",78,"SK711B BRAIN, VARIOUS LESIONS, PALLIDOTOMY/THALAMOTOMY/OTHER STEREOTACTIC PROCEDURE - BILATERAL"
tosp_sk711n,"NERVE (OROFACIAL), INJURY, MICROSURGICAL REPAIR (MULTIPLE/ SINGLE INTRAOSSEOUS)",79,"SK711N NERVE (OROFACIAL), INJURY, MICROSURGICAL REPAIR (MULTIPLE/ SINGLE INTRAOSSEOUS)"
tosp_sk711s,"PARAVERTEBRAL REGION, BLOCK, ANAESTHETIC (MORE THAN 2 LEVELS)",81,"SK711S PARAVERTEBRAL REGION, BLOCK, ANAESTHETIC (MORE THAN 2 LEVELS)"
tosp_sk712a,"ARTERY, INTRACRANIAL, VARIOUS LESIONS, STENTING",77,"SK712A ARTERY, INTRACRANIAL, VARIOUS LESIONS, STENTING"
tosp_sk712b,BRAIN/SPINE ENDOSCOPIC CSF (CEREBROSPINAL FLUID LEAK) LEAK REPAIR,78,SK712B BRAIN/SPINE ENDOSCOPIC CSF (CEREBROSPINAL FLUID LEAK) LEAK REPAIR
tosp_sk712n,"NERVE (OROFACIAL), INJURY, MICROSURGICAL REPAIR (SINGLE)",79,"SK712N NERVE (OROFACIAL), INJURY, MICROSURGICAL REPAIR (SINGLE)"
tosp_sk713a,"ARTERY, SPINAL, ANEURYSM/ARTERIO-VENOUS MALFORMATION, EMBOLISATION",77,"SK713A ARTERY, SPINAL, ANEURYSM/ARTERIO-VENOUS MALFORMATION, EMBOLISATION"
tosp_sk713n,"NERVE (LOWER LIMB), DISRUPTION, MAJOR RECONSTRUCTION WITH REPAIR AND/OR NEUROVASCULAR TRANSFER",79,"SK713N NERVE (LOWER LIMB), DISRUPTION, MAJOR RECONSTRUCTION WITH REPAIR AND/OR NEUROVASCULAR TRANSFER"
tosp_sk714a,"ARTERY, SPINAL, TUMOUR, PERCUTANEOUS TRANSCATHETER EMBOLIZATION",77,"SK714A ARTERY, SPINAL, TUMOUR, PERCUTANEOUS TRANSCATHETER EMBOLIZATION"
tosp_sk714n,"NERVE (LOWER LIMB), DISRUPTION, MAJOR REPAIR (SINGLE)",79,"SK714N NERVE (LOWER LIMB), DISRUPTION, MAJOR REPAIR (SINGLE)"
tosp_sk714s,"PARAVERTEBRAL REGION, BLOCK, ANAESTHETIC (UP TO 2 LEVELS)",81,"SK714S PARAVERTEBRAL REGION, BLOCK, ANAESTHETIC (UP TO 2 LEVELS)"
tosp_sk715a,"ARTERY, SPINAL, VARIOUS LESIONS, DIAGNOSTIC ANGIOGRAPHY",77,"SK715A ARTERY, SPINAL, VARIOUS LESIONS, DIAGNOSTIC ANGIOGRAPHY"
tosp_sk715n,"NERVE (LOWER LIMB), ENTRAPMENT SYNDROME, DECOMPRESSION",79,"SK715N NERVE (LOWER LIMB), ENTRAPMENT SYNDROME, DECOMPRESSION"
tosp_sk715s,"SACRO-ILIAC JOINT, RADIOFREQUENCY, BILATERAL",82,"SK715S SACRO-ILIAC JOINT, RADIOFREQUENCY, BILATERAL"
tosp_sk716a,"ARTERY-CAROTID, ANEURYSM-REPAIR/GRAFTING",77,"SK716A ARTERY-CAROTID, ANEURYSM-REPAIR/GRAFTING"
tosp_sk716n,"NERVE (UPPER LIMB), CARPAL TUNNEL SYNDROME, RELEASE, BILATERAL, (WITH ENDONEUROLYSIS)",79,"SK716N NERVE (UPPER LIMB), CARPAL TUNNEL SYNDROME, RELEASE, BILATERAL, (WITH ENDONEUROLYSIS)"
tosp_sk716s,"SACRO-ILIAC JOINT, SACROILIAC JOINT BLOCK (INJECTION OF ANAESTHETIC, THERAPEUTIC SUBSTANCE), BILATERAL",82,"SK716S SACRO-ILIAC JOINT, SACROILIAC JOINT BLOCK (INJECTION OF ANAESTHETIC, THERAPEUTIC SUBSTANCE), BILATERAL"
tosp_sk717a,"ARTERY-CAROTID, ARTERIO-OCCLUSIVE LESIONS, EXTERNAL CAROTID INTERNAL CAROTID BYPASS, COMPLEX",77,"SK717A ARTERY-CAROTID, ARTERIO-OCCLUSIVE LESIONS, EXTERNAL CAROTID INTERNAL CAROTID BYPASS, COMPLEX"
tosp_sk717n,"NERVE (UPPER LIMB), CARPAL TUNNEL SYNDROME, RELEASE, UNILATERAL, (WITH ENDONEUROLYSIS)",79,"SK717N NERVE (UPPER LIMB), CARPAL TUNNEL SYNDROME, RELEASE, UNILATERAL, (WITH ENDONEUROLYSIS)"
tosp_sk717s,"SACRO-ILIAC JOINT, SACROILIAC JOINT BLOCK (INJECTION OF ANAESTHETIC, THERAPEUTIC SUBSTANCE), UNILATERAL",82,"SK717S SACRO-ILIAC JOINT, SACROILIAC JOINT BLOCK (INJECTION OF ANAESTHETIC, THERAPEUTIC SUBSTANCE), UNILATERAL"
tosp_sk718n,"NERVE DEFECT, PERIPHERAL GRAFT (MICROSURGERY)",79,"SK718N NERVE DEFECT, PERIPHERAL GRAFT (MICROSURGERY)"
tosp_sk718s,"SACRO-ILIAC JOINT, RADIOFREQUENCY, UNILATERAL",82,"SK718S SACRO-ILIAC JOINT, RADIOFREQUENCY, UNILATERAL"
tosp_sk719n,"NERVE (UPPER LIMB), DEFECT, GRAFT (SINGLE) USING MICROSURGICAL TECHNIQUES",79,"SK719N NERVE (UPPER LIMB), DEFECT, GRAFT (SINGLE) USING MICROSURGICAL TECHNIQUES"
tosp_sk719s,"SKULL, CRANIOSTENOSIS, OPERATION, CRANIOFACIAL RECONSTRUCTION",82,"SK719S SKULL, CRANIOSTENOSIS, OPERATION, CRANIOFACIAL RECONSTRUCTION"
tosp_sk720n,"NERVE (UPPER LIMB), DEFECT, GRAFTING/INTERFASCICULAR REPAIR/NEUROVASCULAR TRANSFER",80,"SK720N NERVE (UPPER LIMB), DEFECT, GRAFTING/INTERFASCICULAR REPAIR/NEUROVASCULAR TRANSFER"
tosp_sk720s,"SKULL, INTRACRANIAL HEMORRHAGE, OSTEOPLASTIC CRANIOTOMY/EXTENSIVE CRANIECTOMY, BILATERAL",82,"SK720S SKULL, INTRACRANIAL HEMORRHAGE, OSTEOPLASTIC CRANIOTOMY/EXTENSIVE CRANIECTOMY, BILATERAL"
tosp_sk721n,"NERVE (UPPER LIMB), ENTRAPMENT SYNDROME (OTHERS), DECOMPRESSION (BILATERAL)",80,"SK721N NERVE (UPPER LIMB), ENTRAPMENT SYNDROME (OTHERS), DECOMPRESSION (BILATERAL)"
tosp_sk721s,"SKULL, BURR HOLE, INSERTION OF INTRACRANIAL PRESSURE (ICP) MONITOR",82,"SK721S SKULL, BURR HOLE, INSERTION OF INTRACRANIAL PRESSURE (ICP) MONITOR"
tosp_sk722n,"NERVE (UPPER LIMB), ENTRAPMENT SYNDROME (OTHERS), DECOMPRESSION (UNILATERAL)",80,"SK722N NERVE (UPPER LIMB), ENTRAPMENT SYNDROME (OTHERS), DECOMPRESSION (UNILATERAL)"
tosp_sk722s,"SKULL, CHIARI MALFORMATION/SYRINGOMYELIA, POSTERIOR FOSSA DECOMPRESSION WITH DURAPLASTY",82,"SK722S SKULL, CHIARI MALFORMATION/SYRINGOMYELIA, POSTERIOR FOSSA DECOMPRESSION WITH DURAPLASTY"
tosp_sk723s,"SPHENOPALATINE GANGLION - BLOCK, NEUROLYTIC",82,"SK723S SPHENOPALATINE GANGLION - BLOCK, NEUROLYTIC"
tosp_sk724n,"NERVE (UPPER LIMB), GUYON'S TUNNEL SYNDROME, RELEASE (BILATERAL WITH ENDONEUROLYSIS)",80,"SK724N NERVE (UPPER LIMB), GUYON'S TUNNEL SYNDROME, RELEASE (BILATERAL WITH ENDONEUROLYSIS)"
tosp_sk724s,"SPINAL CORD, STIMULATION/MODULATION",82,"SK724S SPINAL CORD, STIMULATION/MODULATION"
tosp_sk725n,"NERVE (UPPER LIMB), GUYON'S TUNNEL SYNDROME, RELEASE (UNILATERAL)",80,"SK725N NERVE (UPPER LIMB), GUYON'S TUNNEL SYNDROME, RELEASE (UNILATERAL)"
tosp_sk726n,"NERVE (UPPER LIMB)-MAJOR, INJURY, MICROSURGICAL REPAIR (MULTIPLE)",80,"SK726N NERVE (UPPER LIMB)-MAJOR, INJURY, MICROSURGICAL REPAIR (MULTIPLE)"
tosp_sk726s,"SPINAL CORD, TUMOURS, LAMINECTOMY AND EXCISION (EXTRADURAL)",82,"SK726S SPINAL CORD, TUMOURS, LAMINECTOMY AND EXCISION (EXTRADURAL)"
tosp_sk727n,"NERVE (UPPER LIMB)-MAJOR, INJURY, MICROSURGICAL REPAIR (SINGLE)",80,"SK727N NERVE (UPPER LIMB)-MAJOR, INJURY, MICROSURGICAL REPAIR (SINGLE)"
tosp_sk727s,"SPINAL CORD, TUMOURS, LAMINECTOMY AND EXCISION (INTRADURAL EXTRAMEDULLARY)",82,"SK727S SPINAL CORD, TUMOURS, LAMINECTOMY AND EXCISION (INTRADURAL EXTRAMEDULLARY)"
tosp_sk728s,"SPINAL CORD, TUMOURS, LAMINECTOMY AND EXCISION (INTRADURAL INTRAMEDULLARY)",82,"SK728S SPINAL CORD, TUMOURS, LAMINECTOMY AND EXCISION (INTRADURAL INTRAMEDULLARY)"
tosp_sk729n,"NERVE ROOTS, DORSAL ROOT GANGLION, ANAESTHETIC, MORE THAN TWO",80,"SK729N NERVE ROOTS, DORSAL ROOT GANGLION, ANAESTHETIC, MORE THAN TWO"
tosp_sk729s,SPINAL- IMPLANT OF ELECTRICAL PUMP DEVICE,82,SK729S SPINAL- IMPLANT OF ELECTRICAL PUMP DEVICE
tosp_sk730n,"NERVE ROOTS, DORSAL ROOT GANGLION, ANAESTHETIC, ONE TO TWO",80,"SK730N NERVE ROOTS, DORSAL ROOT GANGLION, ANAESTHETIC, ONE TO TWO"
tosp_sk730s,"SPINAL/EPIDURAL REMOVAL, REVISION OF IMPLANTED RESERVOIR DEVICE (E.G. PAR)",82,"SK730S SPINAL/EPIDURAL REMOVAL, REVISION OF IMPLANTED RESERVOIR DEVICE (E.G. PAR)"
tosp_sk731n,"NERVE ROOTS, DORSAL ROOT GANGLION, PULSED RADIOFREQUENCY, NEUROLYTIC, MORE THAN TWO",80,"SK731N NERVE ROOTS, DORSAL ROOT GANGLION, PULSED RADIOFREQUENCY, NEUROLYTIC, MORE THAN TWO"
tosp_sk731s,"SPINE, THORACIC/LUMBAR, EPIDURAL ADHESIOLYSIS, MULTIPLE CATHETER",82,"SK731S SPINE, THORACIC/LUMBAR, EPIDURAL ADHESIOLYSIS, MULTIPLE CATHETER"
tosp_sk732n,"NERVE ROOTS, DORSAL ROOT GANGLION, PULSED RADIOFREQUENCY, NEUROLYTIC, ONE TO TWO",80,"SK732N NERVE ROOTS, DORSAL ROOT GANGLION, PULSED RADIOFREQUENCY, NEUROLYTIC, ONE TO TWO"
tosp_sk732s,"SPINE, CERVICAL, EPIDURAL ADHESIOLYSIS, SINGLE CATHETER",82,"SK732S SPINE, CERVICAL, EPIDURAL ADHESIOLYSIS, SINGLE CATHETER"
tosp_sk733n,"PERIPHERAL NERVE, BLOCK, ANAESTHETIC (UP TO 2 NERVES)",80,"SK733N PERIPHERAL NERVE, BLOCK, ANAESTHETIC (UP TO 2 NERVES)"
tosp_sk733s,"SPINE, THORACIC/LUMBAR, EPIDURAL ADHESIOLYSIS, SINGLE CATHETER",82,"SK733S SPINE, THORACIC/LUMBAR, EPIDURAL ADHESIOLYSIS, SINGLE CATHETER"
tosp_sk734s,"SPINAL/EPIDURAL, EPIDUROSCOPY",82,"SK734S SPINAL/EPIDURAL, EPIDUROSCOPY"
tosp_sk735n,"PERIPHERAL NERVE, BLOCK, ANAESTHETIC (MORE THAN 2 NERVES)",80,"SK735N PERIPHERAL NERVE, BLOCK, ANAESTHETIC (MORE THAN 2 NERVES)"
tosp_sk735s,"SACRUM, GANGLION IMPAR, BLOCK, RADIOFREQUENCY, NEUROLYTIC",82,"SK735S SACRUM, GANGLION IMPAR, BLOCK, RADIOFREQUENCY, NEUROLYTIC"
tosp_sk736n,"PERIPHERAL NERVE, BLOCK, NEUROLYTIC (UP TO 2 NERVES)",80,"SK736N PERIPHERAL NERVE, BLOCK, NEUROLYTIC (UP TO 2 NERVES)"
tosp_sk737n,"NERVE ROOT, BLOCK (INJECTION OF ANAESTHETIC, THERAPEUTIC SUBSTANCE), LUMBAR/THORACIC, > 1 LEVEL",80,"SK737N NERVE ROOT, BLOCK (INJECTION OF ANAESTHETIC, THERAPEUTIC SUBSTANCE), LUMBAR/THORACIC, > 1 LEVEL"
tosp_sk737s,"SPINE, PERCUTANEOUS IMPLANT OF SPINAL CORD STIMULATOR, (TRIAL), SINGLE LEAD",82,"SK737S SPINE, PERCUTANEOUS IMPLANT OF SPINAL CORD STIMULATOR, (TRIAL), SINGLE LEAD"
tosp_sk738n,"NERVE ROOT, BLOCK (INJECTION OF ANAESTHETIC, THERAPEUTIC SUBSTANCE), LUMBAR/THORACIC, 1 LEVEL",80,"SK738N NERVE ROOT, BLOCK (INJECTION OF ANAESTHETIC, THERAPEUTIC SUBSTANCE), LUMBAR/THORACIC, 1 LEVEL"
tosp_sk738s,"SPINE, PERCUTANEOUS IMPLANT OF SPINAL CORD STIMULATOR, (TRIAL), DOUBLE LEADS",82,"SK738S SPINE, PERCUTANEOUS IMPLANT OF SPINAL CORD STIMULATOR, (TRIAL), DOUBLE LEADS"
tosp_sk739s,"SPINE, REMOVAL OF SPINAL CORD STIMULATOR ELECTRICAL GENERATOR",82,"SK739S SPINE, REMOVAL OF SPINAL CORD STIMULATOR ELECTRICAL GENERATOR"
tosp_sk740n,"PERIPHERAL NERVE, BLOCK, NEUROLYTIC (MORE THAN 2 NERVES)",80,"SK740N PERIPHERAL NERVE, BLOCK, NEUROLYTIC (MORE THAN 2 NERVES)"
tosp_sk740s,"SPINE, REPLACEMENT OF COMPUTERIZED RESERVOIR DEVICE (E.G. SYNCHROMED)",82,"SK740S SPINE, REPLACEMENT OF COMPUTERIZED RESERVOIR DEVICE (E.G. SYNCHROMED)"
tosp_sk741n,"NERVE, VAGUS NERVE STIMULATOR NEUROSTIMULATOR, INSERTION OF INTERNAL PULSE",80,"SK741N NERVE, VAGUS NERVE STIMULATOR NEUROSTIMULATOR, INSERTION OF INTERNAL PULSE"
tosp_sk741s,"SPINE, REPLACEMENT OF SPINAL CORD STIMULATOR, ELECTRICAL GENERATOR",82,"SK741S SPINE, REPLACEMENT OF SPINAL CORD STIMULATOR, ELECTRICAL GENERATOR"
tosp_sk742n,"GENERATOR, INVOLVES OPENING OF WOUND, TUNNELING, OPENING OF POUCH FOR IPG & TESTING OF SYSTEM",80,"SK742N GENERATOR, INVOLVES OPENING OF WOUND, TUNNELING, OPENING OF POUCH FOR IPG & TESTING OF SYSTEM"
tosp_sk743n,"NEUROSTIMULATOR, REVISION/REPLACEMENT OF IMPLANTABLE PULSE GENERATOR (DOES NOT INVOLVE TUNNELING)",80,"SK743N NEUROSTIMULATOR, REVISION/REPLACEMENT OF IMPLANTABLE PULSE GENERATOR (DOES NOT INVOLVE TUNNELING)"
tosp_sk744n,"NERVE-DIGITAL, INJURY, MICROSURGICAL REPAIR (MULTIPLE)",80,"SK744N NERVE-DIGITAL, INJURY, MICROSURGICAL REPAIR (MULTIPLE)"
tosp_sk745n,"NERVE-DIGITAL, INJURY, MICROSURGICAL REPAIR (SINGLE)",80,"SK745N NERVE-DIGITAL, INJURY, MICROSURGICAL REPAIR (SINGLE)"
tosp_sk746n,"NERVE-FACIAL PARALYSIS, FREE FASCIA AND/OR NERVE GRAFT (MICROSURGICAL - STAGE 1)",80,"SK746N NERVE-FACIAL PARALYSIS, FREE FASCIA AND/OR NERVE GRAFT (MICROSURGICAL - STAGE 1)"
tosp_sk747n,"NERVE-FACIAL PARALYSIS, FREE MUSCLE FLAP (MICROSURGICAL - STAGE 2)",80,"SK747N NERVE-FACIAL PARALYSIS, FREE MUSCLE FLAP (MICROSURGICAL - STAGE 2)"
tosp_sk747s,"SPINE, VARIOUS LESIONS, SYRINGO- ARACHNOID/PLEURAL/PERITONEAL SHUNT",82,"SK747S SPINE, VARIOUS LESIONS, SYRINGO- ARACHNOID/PLEURAL/PERITONEAL SHUNT"
tosp_sk748n,"NERVE-FACIAL PARALYSIS, FREE FASCIA SLING/GRAFT (SINGLE/UNILATERAL)",81,"SK748N NERVE-FACIAL PARALYSIS, FREE FASCIA SLING/GRAFT (SINGLE/UNILATERAL)"
tosp_sk749n,"NERVE-FACIAL PARALYSIS, LOCAL MUSCLE TRANSFER",81,"SK749N NERVE-FACIAL PARALYSIS, LOCAL MUSCLE TRANSFER"
tosp_sk752s,"SPLANCHNIC NERVES, BLOCK, ANAESTHETIC",82,"SK752S SPLANCHNIC NERVES, BLOCK, ANAESTHETIC"
tosp_sk753s,"SPLANCHNIC NERVES, BLOCK, NEUROLYTIC",82,"SK753S SPLANCHNIC NERVES, BLOCK, NEUROLYTIC"
tosp_sk754s,"STELLATE GANGLION, BLOCK, ANAESTHETIC",82,"SK754S STELLATE GANGLION, BLOCK, ANAESTHETIC"
tosp_sk756s,"STELLATE GANGLION, BLOCK, NEUROLYTIC",82,"SK756S STELLATE GANGLION, BLOCK, NEUROLYTIC"
tosp_sk757s,"SUPERIOR HYPOGASTRIC PLEXUS, VARIOUS LESIONS, IMAGING GUIDED INJECTION OF ANAESTHETIC",83,"SK757S SUPERIOR HYPOGASTRIC PLEXUS, VARIOUS LESIONS, IMAGING GUIDED INJECTION OF ANAESTHETIC"
tosp_sk758n,"NERVE, FAECAL INCONTINENCE OR OTHER, PERCUTANEOUS TIBIAL NERVE STIMULATION",81,"SK758N NERVE, FAECAL INCONTINENCE OR OTHER, PERCUTANEOUS TIBIAL NERVE STIMULATION"
tosp_sk758s,"SUPERIOR HYPOGASTRIC PLEXUS, VARIOUS LESIONS, IMAGING GUIDED INJECTION OF NEUROLYTIC, RADIOFREQUENCY",83,"SK758S SUPERIOR HYPOGASTRIC PLEXUS, VARIOUS LESIONS, IMAGING GUIDED INJECTION OF NEUROLYTIC, RADIOFREQUENCY"
tosp_sk759e,EXAMINATION UNDER ANAESTHESIA (GENERAL OR REGIONAL) WITHOUT OTHER SURGICAL PROCEDURES14,79,SK759E EXAMINATION UNDER ANAESTHESIA (GENERAL OR REGIONAL) WITHOUT OTHER SURGICAL PROCEDURES14
tosp_sk759s,"SPINE, CERVICAL/THORACIC, INJECTION, EPIDURAL, WITHOUT OTHER PROCEDURES",83,"SK759S SPINE, CERVICAL/THORACIC, INJECTION, EPIDURAL, WITHOUT OTHER PROCEDURES"
tosp_sk760s,"SPINE, LUMBAR/SACRAL/CAUDAL, INJECTION, EPIDURAL, WITHOUT OTHER PROCEDURES",83,"SK760S SPINE, LUMBAR/SACRAL/CAUDAL, INJECTION, EPIDURAL, WITHOUT OTHER PROCEDURES"
tosp_sk761s,"SPINE, CERVICAL/THORACIC, INJECTION, INTRATHECAL WITHOUT OTHER PROCEDURES",83,"SK761S SPINE, CERVICAL/THORACIC, INJECTION, INTRATHECAL WITHOUT OTHER PROCEDURES"
tosp_sk762s,"SPINE, LUMBAR/SACRAL/CAUDAL, INJECTION, INTRATHECAL WITHOUT OTHER PROCEDURES",83,"SK762S SPINE, LUMBAR/SACRAL/CAUDAL, INJECTION, INTRATHECAL WITHOUT OTHER PROCEDURES"
